rank,german,dutch,dutch_alt,dutch_article,pos,lemma_used,match_type,frequency,per_million
9573,scheißdreck,geen reet,,,Substantiv,,direct,735,4.71
9574,kerlen,kerel,vent; pik,,Substantiv,Kerl,lemma,735,4.71
9575,zuverlässig,degelijk,,,Adjektiv,,direct,735,4.71
9576,sasha,,,,,,none,734,4.70
9577,aufprall,botsing,,de,Substantiv,,direct,734,4.70
9578,stewart,,,,,,none,734,4.70
9579,hochzeiten,,,,,,none,734,4.70
9580,aneinander,elkaar,,,Adverb,,direct,734,4.70
9581,vorwurf,verwijt,,,Substantiv,,direct,734,4.70
9582,gehörten,toebehoren,behoren; zich behoren,,Verb,gehören,lemma,734,4.70
9583,ausflippen,doordraaien,,,Verb,,direct,734,4.70
9584,kehrte,vegen,,,Verb,kehren,lemma,733,4.69
9585,sonntags,,,,,,none,733,4.69
9586,cyrus,Cyrus,,,Substantiv,,direct,733,4.69
9587,garde,lijf,,het,Substantiv,,direct,733,4.69
9588,sonde,sonde,,,Substantiv,,direct,733,4.69
9589,blutungen,bloeding,,,Substantiv,Blutung,lemma,733,4.69
9590,roosevelt,,,,,,none,733,4.69
9591,flüchtlinge,vluchteling,,de,Substantiv,Flüchtling,lemma,733,4.69
9592,unterhose,onderbroek,,,Substantiv,,direct,733,4.69
9593,scotland,,,,,,none,733,4.69
9594,instrumentalmusik,instrumentale muziek,,,Substantiv,,direct,733,4.69
9595,becca,,,,,,none,732,4.69
9596,heldin,heldin,,de,Substantiv,,direct,732,4.69
9597,geschmeckt,smaken,,,Verb,schmecken,lemma,732,4.69
9598,rod,rooien,,,,roden,lemma,732,4.69
9599,unterstütze,steunen,,,Verb,unterstützen,lemma,732,4.69
9600,schluchzen,snikken,,,Verb,,direct,732,4.69
9601,säcke,zak,,de,Substantiv,Sack,lemma,732,4.69
9602,psychopath,psychopaat,,,Substantiv,,direct,732,4.69
9603,madonna,Maagd Maria,,,Substantiv,,direct,732,4.69
9604,bezeugen,betuigen,,,Verb,,direct,732,4.69
9605,massage,massage,,,Substantiv,,direct,732,4.69
9606,geschmissen,,,,,,none,732,4.69
9607,pudding,pudding,,,Substantiv,,direct,732,4.69
9608,einzuladen,uitnodigen,inviteren,,Verb,einladen,lemma,732,4.69
9609,meldete,afkomen,,,Verb,melden,lemma,732,4.69
9610,ecken,hoek,,de,Substantiv,Ecke,lemma,731,4.68
9611,bedrohen,bedreigen,,,Verb,,direct,731,4.68
9612,lulu,,,,,,none,731,4.68
9613,lichtjahre,lichtjaar,,,Substantiv,Lichtjahr,lemma,731,4.68
9614,line,,,,,,none,731,4.68
9615,schweig,zwijgen,,,Verb,schweigen,lemma,731,4.68
9616,zwecklos,zinloos,,,Adjektiv,,direct,731,4.68
9617,teilnehmer,deelnemer,,de,Substantiv,,direct,731,4.68
9618,charley,,,,,,none,731,4.68
9619,langeweile,verveling,,de,Substantiv,,direct,731,4.68
9620,offiziellen,officieel,,,Adjektiv,offiziell,lemma,731,4.68
9621,rudi,,,,,,none,730,4.67
9622,verzeihe,vergeven,,,Verb,verzeihen,lemma,730,4.67
9623,hässlichen,lelijk,,,Adjektiv,hässlich,lemma,730,4.67
9624,gewidmet,opdragen,dedicaceren; toewijzen,,Verb,widmen,lemma,730,4.67
9625,tabak,tabaksplant,tabak,,Substantiv,,direct,730,4.67
9626,ernannt,benoemen,,,Verb,ernennen,lemma,730,4.67
9627,übler,kwaad,,,Substantiv,übel,lemma,730,4.67
9628,sandwiches,sandwich,boterham,,Substantiv,Sandwich,lemma,730,4.67
9629,adoptieren,adopteren,,,Verb,,direct,730,4.67
9630,geistern,,,,,,none,729,4.67
9631,sheriffs,,,,,,none,729,4.67
9632,vorgesetzter,superieur,principaal,,Substantiv,,direct,729,4.67
9633,kodex,code,,,Substantiv,,direct,729,4.67
9634,südamerika,Zuid-Amerika,,het,Substantiv,,direct,729,4.67
9635,kostete,kosten,,,Verb,kosten,lemma,729,4.67
9636,verführt,,,,,,none,729,4.67
9637,schonen,Skåne,,,Substantiv,,direct,729,4.67
9638,pauline,,,,,,none,729,4.67
9639,machtlos,machteloos,,,Adjektiv,,direct,729,4.67
9640,einsehen,onderkennen,inzien; bevroeden,,Verb,,direct,728,4.66
9641,mythos,mythe,,,Substantiv,,direct,728,4.66
9642,verantworten,borg staan,,,Verb,,direct,728,4.66
9643,ausschließlich,exclusief,,,Adverb,,direct,728,4.66
9644,ahh,,,,,,none,728,4.66
9645,pamela,,,,,,none,728,4.66
9646,geschäften,winkel,,de,Substantiv,Geschäft,lemma,728,4.66
9647,zurückbekommen,hernemen,,,Verb,,direct,727,4.66
9648,anrufst,opbellen,bellen; aanroepen; inroepen,,Verb,anrufen,lemma,727,4.66
9649,marihuana,marihuana,,,Substantiv,,direct,727,4.66
9650,mithalten,bijbenen,,,Verb,,direct,727,4.66
9651,lebenszeichen,levensteken,,,Substantiv,,direct,727,4.66
9652,woody,,,,,,none,726,4.65
9653,anmachen,aanmaken,,,Verb,,direct,726,4.65
9654,sklaverei,slavernij,,de,Substantiv,,direct,726,4.65
9655,haustier,huisdier,,het,Substantiv,,direct,726,4.65
9656,inseln,eiland,,,Substantiv,Insel,lemma,726,4.65
9657,ohh,,,,,,none,726,4.65
9658,stützpunkt,basis,,de,Substantiv,,direct,726,4.65
9659,trennt,scheiden,,,Verb,trennen,lemma,725,4.64
9660,gesichtsausdruck,gelaatsuitdrukking,,,Substantiv,,direct,725,4.64
9661,gesunken,zinken,,,Verb,sinken,lemma,725,4.64
9662,fernbedienung,afstandbediening,,,Substantiv,,direct,725,4.64
9663,verstärkt,,,,,,none,725,4.64
9664,markus,Mark,,,Substantiv,,direct,725,4.64
9665,element,element,,,Substantiv,,direct,725,4.64
9666,sterling,,,,,,none,725,4.64
9667,olga,,,,,,none,725,4.64
9668,verlegenheit,verlegenheid,,de,Substantiv,,direct,725,4.64
9669,metro,metro,,de,Substantiv,,direct,724,4.64
9670,bruderschaft,broederschap,,,Substantiv,,direct,724,4.64
9671,probiere,proberen,,,Verb,probieren,lemma,724,4.64
9672,wiederum,anderzijds,,,Adverb,,direct,724,4.64
9673,bereitschaft,bereidheid,,de,Substantiv,,direct,724,4.64
9674,chet,,,,,,none,724,4.64
9675,börse,beurs,,,Substantiv,,direct,724,4.64
9676,aufsatz,opstel,,,Substantiv,,direct,724,4.64
9677,untergrund,underground,,,Substantiv,,direct,724,4.64
9678,versiegelt,,,,,,none,724,4.64
9679,gegenstände,voorwerp,,,Substantiv,Gegenstand,lemma,724,4.64
9680,gebildet,belezen,,,Adjektiv,,direct,724,4.64
9681,rast,pauze,,,Substantiv,,direct,724,4.64
9682,regiment,regiment,,het,Substantiv,,direct,724,4.64
9683,kostenlos,kosteloos,,,Adjektiv,,direct,723,4.63
9684,ausschuss,uitschot,commissie; comité; uitschotopening,,Substantiv,,direct,723,4.63
9685,dvd,DVD,,,Substantiv,,direct,723,4.63
9686,gesprengt,opblazen,,,Verb,sprengen,lemma,722,4.62
9687,ausweise,royeren,,,Verb,ausweisen,lemma,722,4.62
9688,allan,,,,,,none,722,4.62
9689,feindliche,vijandig,,,Adjektiv,feindlich,lemma,722,4.62
9690,irina,,,,,,none,722,4.62
9691,feldwebel,sergeant,,,Substantiv,,direct,722,4.62
9692,zerbricht,breken,,,Verb,zerbrechen,lemma,722,4.62
9693,lenkt,besturen,,,Verb,lenken,lemma,722,4.62
9694,durchdrehen,erdoor draaien,doordraaien; over zijn toeren raken,,Verb,,direct,721,4.62
9695,ausgelassen,uitgelaten,,,Adjektiv,,direct,721,4.62
9696,kramer,,,,,,none,721,4.62
9697,tango,tango,,,Substantiv,,direct,721,4.62
9698,respektlos,oneerbiedig,,,Adjektiv,,direct,721,4.62
9699,stripperin,,,,,,none,721,4.62
9700,hengst,hengst,,,Substantiv,,direct,721,4.62
9701,schwanzlutscher,lulzuiger,,,Substantiv,,direct,721,4.62
9702,löse,oplossen,,,Verb,lösen,lemma,721,4.62
9703,banane,banaan,pisang,,Substantiv,,direct,721,4.62
9704,bloss,,,,,,none,721,4.62
9705,gavin,,,,,,none,721,4.62
9706,skinner,,,,,,none,721,4.62
9707,schurken,schurk,,de,Substantiv,Schurke,lemma,721,4.62
9708,wäscht,wassen,,,Verb,waschen,lemma,721,4.62
9709,daraufhin,achter,,,Adverb,,direct,720,4.61
9710,nico,,,,,,none,720,4.61
9711,walsh,,,,,,none,720,4.61
9712,geschäftspartner,partner,,,,,direct,720,4.61
9713,weggefahren,,,,,,none,720,4.61
9714,psychologie,psychologie,,,Substantiv,,direct,720,4.61
9715,zwing,dwingen,afdwingen,,Verb,zwingen,lemma,720,4.61
9716,verständigen,waarschuwen,,,Verb,,direct,720,4.61
9717,belastung,last,,de,Substantiv,,direct,720,4.61
9718,bender,,,,,,none,720,4.61
9719,bindung,binding,,,Substantiv,,direct,719,4.60
9720,sherman,,,,,,none,719,4.60
9721,umarmt,,,,,,none,719,4.60
9722,entkam,ontsnappen,,,Verb,entkommen,lemma,719,4.60
9723,gespenst,spook,,,Substantiv,,direct,719,4.60
9724,konntet,kunnen,,,Verb,können,lemma,719,4.60
9725,menschenleben,menselijkheid,,de,Substantiv,,direct,719,4.60
9726,wurdet,worden,zullen; gaan,,Verb,werden,lemma,718,4.60
9727,öde,ambetant,,,Adjektiv,,direct,718,4.60
9728,ursprung,oorsprong,,de,Substantiv,,direct,718,4.60
9729,geputzt,opruimen,,,Verb,putzen,lemma,718,4.60
9730,sektion,afdeling,,de,Substantiv,,direct,718,4.60
9731,schleppen,sjouwen,,,Verb,,direct,718,4.60
9732,erfassen,grijpen,begrijpen; vatten; bevatten,,Verb,,direct,718,4.60
9733,terrasse,terras,,,Substantiv,,direct,718,4.60
9734,wilhelm,Willem,Wim,,Substantiv,,direct,718,4.60
9735,unbesorgt,,,,,,none,718,4.60
9736,warteten,wachten,onderhouden; verzorgen,,Verb,warten,lemma,718,4.60
9737,eingereicht,indienen,,,Verb,einreichen,lemma,718,4.60
9738,sekretär,secretaresse,,de,Substantiv,,direct,717,4.59
9739,turk,,,,,,none,717,4.59
9740,beruhigend,geruststellend,,,Adjektiv,,direct,717,4.59
9741,angezündet,aansteken,,,Verb,anzünden,lemma,717,4.59
9742,verbrechens,misdaad,misdrijf,,Substantiv,Verbrechen,lemma,717,4.59
9743,impuls,impuls,,de,Substantiv,,direct,717,4.59
9744,voreilig,onbezonnen,,,Adjektiv,,direct,717,4.59
9745,peitsche,zweep,,,Substantiv,,direct,717,4.59
9746,griechen,Griek,,,Substantiv,Grieche,lemma,717,4.59
9747,bennet,,,,,,none,717,4.59
9748,installiert,,,,,,none,717,4.59
9749,verlier,verliezen,,,Verb,verlieren,lemma,717,4.59
9750,rebellion,rebellie,oproer,,Substantiv,,direct,717,4.59
9751,karin,,,,,,none,717,4.59
9752,seemann,zeeman,,,Substantiv,,direct,717,4.59
9753,bones,,,,,,none,717,4.59
9754,aufgeräumt,goedgeluimd,,,Adjektiv,,direct,717,4.59
9755,verdiente,verdienen,,,Verb,verdienen,lemma,716,4.58
9756,elender,ellende,,,Substantiv,elend,lemma,716,4.58
9757,sound,degelijk,,,Substantiv,,direct,716,4.58
9758,absturz,crash,klif,,Substantiv,,direct,716,4.58
9759,begleichen,afbetalen,,,Verb,,direct,716,4.58
9760,orgasmus,orgasme,,,Substantiv,,direct,716,4.58
9761,toto,,,,,,none,715,4.58
9762,vögelchen,vogeltje,,,Substantiv,,direct,715,4.58
9763,reinkommt,,,,,,none,715,4.58
9764,renee,,,,,,none,715,4.58
9765,benachrichtigen,verwittigen,,,Verb,,direct,715,4.58
9766,kavallerie,cavalerie,ruiterij,,Substantiv,,direct,715,4.58
9767,allerseits,iedereen,,,Adverb,,direct,715,4.58
9768,übe,oefening,,,Verb,üben,lemma,715,4.58
9769,constable,grootofficier,,,Substantiv,,direct,715,4.58
9770,weigern,weigeren,,,Verb,,direct,714,4.57
9771,wirklichen,werkelijk,,,Adverb,wirklich,lemma,714,4.57
9772,aufträge,opdracht,lastgeving,de,Substantiv,Auftrag,lemma,714,4.57
9773,beifall,applaus,,de,Substantiv,,direct,714,4.57
9774,cents,cent,,de,Substantiv,Cent,lemma,714,4.57
9775,angehörigen,,,,,,none,714,4.57
9776,damien,,,,,,none,713,4.57
9777,resultat,resultaat,,,Substantiv,,direct,713,4.57
9778,global,mondiaal,wereldwijd,,Adjektiv,,direct,713,4.57
9779,pennsylvania,Pennsylvania,,,Substantiv,,direct,713,4.57
9780,warmen,warm,,,Adjektiv,warm,lemma,713,4.57
9781,danielle,,,,,,none,713,4.57
9782,verbiete,verbieden,,,Verb,verbieten,lemma,713,4.57
9783,entschuldigst,verontschuldigen,,,Verb,entschuldigen,lemma,713,4.57
9784,wahlen,verkiezing,keuze; keus,,Substantiv,Wahl,lemma,713,4.57
9785,aufziehen,grootbrengen,,,Verb,,direct,713,4.57
9786,weitem,wijd,,,Adjektiv,weit,lemma,713,4.57
9787,verdreht,,,,,,none,713,4.57
9788,powers,,,,,,none,712,4.56
9789,vorschuss,voorschot,,,Substantiv,,direct,712,4.56
9790,bananen,banaan,pisang,,Substantiv,Banane,lemma,712,4.56
9791,dex,,,,,,none,712,4.56
9792,schuf,slagen,scheppfen,,Verb,schaffen,lemma,712,4.56
9793,beschützer,bewaker,,,Substantiv,,direct,712,4.56
9794,fuer,,,,,,none,712,4.56
9795,wahrlich,naar waarheid,,,Adverb,,direct,712,4.56
9796,hüften,heup,,,Substantiv,Hüfte,lemma,712,4.56
9797,betrag,bedrag,,,Substantiv,,direct,712,4.56
9798,hysterisch,hysterisch,,,Adjektiv,,direct,711,4.55
9799,schwor,etteren,,,Verb,schwären,lemma,711,4.55
9800,schlägerei,vechtpartij,,,Substantiv,,direct,711,4.55
9801,flogen,vliegen,,,Verb,fliegen,lemma,711,4.55
9802,bösewicht,superschurk,,,Substantiv,,direct,711,4.55
9803,aufwachsen,opgroeien,,,Verb,,direct,710,4.55
9804,römischen,Romeins,Romeinse,,Adjektiv,römisch,lemma,710,4.55
9805,carolina,,,,,,none,710,4.55
9806,auszeichnung,onderscheiding,,,Substantiv,,direct,710,4.55
9807,riskiere,riskeren,risqueren,,Verb,riskieren,lemma,710,4.55
9808,florence,,,,,,none,710,4.55
9809,ermöglichen,staat,,,Verb,,direct,710,4.55
9810,komiker,komiek,,,Substantiv,,direct,710,4.55
9811,auffallen,opvallen,,,Verb,,direct,710,4.55
9812,eingegangen,ingaan,,,Verb,eingehen,lemma,710,4.55
9813,kondom,condoom,kapotje,,Substantiv,,direct,710,4.55
9814,besserung,verbetering,,de,Substantiv,,direct,710,4.55
9815,vinnie,,,,,,none,710,4.55
9816,karton,karton,,,Substantiv,,direct,710,4.55
9817,verspätet,vertraagd,,,Adjektiv,,direct,709,4.54
9818,obhut,charge,,,Substantiv,,direct,709,4.54
9819,aufführung,voorstelling,,de,Substantiv,,direct,709,4.54
9820,fraß,azen,,,Substantiv,,direct,709,4.54
9821,abfahrt,afdaling,vertrek; afrit; afvaart,de,Substantiv,,direct,709,4.54
9822,hydra,waterslang,,,,,direct,709,4.54
9823,briefkasten,brievenbus,,,Substantiv,,direct,709,4.54
9824,häftling,gevangene,arrestant; gedetineerde,,Substantiv,,direct,708,4.53
9825,ezra,,,,,,none,708,4.53
9826,kat,qat,,,Substantiv,,direct,708,4.53
9827,unterschätzen,onderschatten,,,Verb,,direct,708,4.53
9828,sisko,,,,,,none,708,4.53
9829,hausfrau,huisvrouw,,de,Substantiv,,direct,708,4.53
9830,hannes,,,,,,none,708,4.53
9831,errichten,oprichten,,,Verb,,direct,708,4.53
9832,stapel,stapel,,de,Substantiv,,direct,708,4.53
9833,reparatur,herstel,reparatie,,Substantiv,,direct,707,4.53
9834,pike,piek,,,Substantiv,,direct,707,4.53
9835,reste,overblijfsel,,,Substantiv,Rest,lemma,707,4.53
9836,übereinstimmung,overeenkomst,,de,Substantiv,,direct,707,4.53
9837,entwurf,ontwerp,kladversie,,Substantiv,,direct,707,4.53
9838,shoppen,shoppen,,,Verb,,direct,707,4.53
9839,anliegen,wens,,de,Substantiv,,direct,707,4.53
9840,täuschung,bedriegerij,,,Substantiv,,direct,707,4.53
9841,doll,erg,,,Adjektiv,,direct,707,4.53
9842,eliminieren,elimineren,,,Verb,,direct,707,4.53
9843,verstärken,aanhalen,,,Verb,,direct,707,4.53
9844,insassen,gevangene,inzittende; passagier; pensionair,,Substantiv,Insasse,lemma,707,4.53
9845,mithilfe,assistentie,hulp; medewerking,,Substantiv,,direct,707,4.53
9846,packung,pak,,,Substantiv,,direct,707,4.53
9847,adressen,adres,,het,Substantiv,Adresse,lemma,707,4.53
9848,kang,,,,,,none,707,4.53
9849,themen,onderwerp,thema,,Substantiv,Thema,lemma,707,4.53
9850,aufteilen,afbreken,,,Verb,,direct,707,4.53
9851,unberechenbar,onberekenbaar,,,Adjektiv,,direct,707,4.53
9852,eingeschlagen,inslag,,,Verb,einschlagen,lemma,707,4.53
9853,verklagt,,,,,,none,706,4.52
9854,drohne,dar,,de,Substantiv,,direct,706,4.52
9855,vage,vaag,schemerachtig; schemerig; zweverig,,Adjektiv,,direct,706,4.52
9856,hindernis,obstakel,belemmering; hindernis,,Substantiv,,direct,706,4.52
9857,izzy,,,,,,none,705,4.51
9858,qualifiziert,bevoegd,,,Adjektiv,,direct,705,4.51
9859,solo,solo,,,Substantiv,,direct,705,4.51
9860,gierig,hebzuchtig,,,Adjektiv,,direct,705,4.51
9861,schreck,schrik,,de,Substantiv,,direct,705,4.51
9862,verrotten,rotten,,,Verb,,direct,705,4.51
9863,integrität,integriteit,,,Substantiv,,direct,705,4.51
9864,hinterkopf,achterhoofd,,,Substantiv,,direct,705,4.51
9865,wundervollen,geweldig,,,Adjektiv,wundervoll,lemma,705,4.51
9866,lo,,,,,,none,705,4.51
9867,lob,lof,,de,Substantiv,,direct,705,4.51
9868,verwirren,verwarren,,,Verb,,direct,705,4.51
9869,allgemeinen,algemeen,genereel; generiek,,Adjektiv,allgemein,lemma,704,4.51
9870,frustriert,gefrustreerd,,,Adjektiv,,direct,704,4.51
9871,ohnmacht,bezwijming,,,Substantiv,,direct,704,4.51
9872,autoschlüssel,autosleutel,,de,Substantiv,,direct,704,4.51
9873,erfährst,ervaren,,,Adjektiv,erfahren,lemma,704,4.51
9874,image,imago,,,Substantiv,,direct,704,4.51
9875,grady,,,,,,none,704,4.51
9876,people,,,,,,none,704,4.51
9877,unheilvolle,natuurramp,,,Adjektiv,unheilvoll,lemma,704,4.51
9878,kapieren,begrijpen,,,Verb,,direct,704,4.51
9879,zigarren,sigaar,,,Substantiv,Zigarre,lemma,704,4.51
9880,joint,joint,,,Substantiv,,direct,703,4.50
9881,nachgehen,achterlopen,,,Verb,,direct,703,4.50
9882,gedrängt,,,,,,none,703,4.50
9883,soziale,sociaal,maatschappelijk,,Adjektiv,sozial,lemma,703,4.50
9884,diente,dienen,,,Verb,dienen,lemma,703,4.50
9885,vieler,veel,,,Adjektiv,viel,lemma,703,4.50
9886,wissenschaftliche,wetenschappelijk,,,Adjektiv,wissenschaftlich,lemma,703,4.50
9887,dastehen,,,,,,none,703,4.50
9888,inmitten,te midden van,,,Präposition,,direct,703,4.50
9889,millie,,,,,,none,703,4.50
9890,brannte,branden,verbranden,,Verb,brennen,lemma,703,4.50
9891,mengen,mengen,,,,,direct,703,4.50
9892,ausnahmsweise,bij wijze van uitzondering,,,Adverb,,direct,703,4.50
9893,silvester,oudejaarsavond,oud en nieuw; oudejaarsdag,de,Substantiv,,direct,703,4.50
9894,berufen,dragen,,,Verb,,direct,702,4.50
9895,schließfach,bankkluis,,,Substantiv,,direct,702,4.50
9896,bunny,,,,,,none,702,4.50
9897,kenneth,,,,,,none,702,4.50
9898,tische,,,,,,none,702,4.50
9899,wasche,wassen,,,Verb,waschen,lemma,702,4.50
9900,vase,vaas,,,Substantiv,,direct,702,4.50
9901,einhalten,bemerken,,,Verb,,direct,702,4.50
9902,halfen,helpen,bijstaan,,Verb,helfen,lemma,702,4.50
9903,übernahm,overnemen,,,Verb,übernehmen,lemma,702,4.50
9904,millionär,miljonair,,,Substantiv,,direct,702,4.50
9905,dreißig,dertig,,,Numerale,,direct,702,4.50
9906,bernadette,,,,,,none,701,4.49
9907,denjenigen,het,,,Demonstrativpronomen,,direct,701,4.49
9908,begeisterung,enthousiasme,,,Substantiv,,direct,701,4.49
9909,forscher,verkenner,onderzoeker,de,Substantiv,,direct,701,4.49
9910,begabt,begaafd,,,Adjektiv,,direct,701,4.49
9911,design,design,,,Substantiv,,direct,701,4.49
9912,matthews,,,,,,none,701,4.49
9913,taufe,doop,,de,Substantiv,,direct,701,4.49
9914,entscheidend,cruciaal,,,Adjektiv,,direct,701,4.49
9915,zurückhaben,steunen,,,Verb,,direct,701,4.49
9916,katrina,,,,,,none,701,4.49
9917,nervensäge,strontvervelend,,,Substantiv,,direct,701,4.49
9918,betritt,bedremmeld,beteuterd; betreden; verlegen,,Adjektiv,betreten,lemma,700,4.48
9919,rodrigo,,,,,,none,700,4.48
9920,kuckuck,koekoek,,,Substantiv,,direct,700,4.48
9921,veränderte,veranderen,,,Verb,verändern,lemma,700,4.48
9922,vollbracht,aanvullen,,,Verb,vollbringen,lemma,700,4.48
9923,jeweils,tegelijk,,,Adverb,,direct,700,4.48
9924,passende,geschikt,,,Adjektiv,passend,lemma,700,4.48
9925,unabhängigkeit,onafhankelijkheid,zelfstandigheid,,Substantiv,,direct,700,4.48
9926,türe,,,,,,none,700,4.48
9927,einbrechen,inbreken,,,Verb,,direct,700,4.48
9928,folgst,volgen,,,Verb,folgen,lemma,699,4.48
9929,lücke,lacune,hiaat; leemte; opening,,Substantiv,,direct,699,4.48
9930,jüngeren,jong,jeugdig,,Adjektiv,jung,lemma,699,4.48
9931,immobilien,immobiliën,,,Substantiv,Immobilie,lemma,699,4.48
9932,industries,,,,,,none,699,4.48
9933,schwangere,in verwachting,,,Substantiv,,direct,699,4.48
9934,unfug,kattenkwaad,,,Substantiv,,direct,699,4.48
9935,weibchen,wijfjesdier,,,Substantiv,,direct,699,4.48
9936,ergriffen,,,,,,none,699,4.48
9937,jahrestag,jaardag,,,Substantiv,,direct,698,4.47
9938,oleson,,,,,,none,698,4.47
9939,fry,,,,,,none,698,4.47
9940,exzellent,excellent,,,Adjektiv,,direct,698,4.47
9941,strahlen,stralen,,,Verb,,direct,698,4.47
9942,vorgenommen,uitvoeren,,,Verb,vornehmen,lemma,698,4.47
9943,aufgezeichnet,opnemen,,,Verb,aufzeichnen,lemma,698,4.47
9944,business,zaak,,de,Substantiv,,direct,697,4.46
9945,depression,depressie,,,Substantiv,,direct,697,4.46
9946,privates,privaat,besloten,,Adjektiv,privat,lemma,697,4.46
9947,streiche,aaien,,,Verb,streichen,lemma,697,4.46
9948,alaska,Alaska,,,Substantiv,,direct,697,4.46
9949,frances,,,,,,none,697,4.46
9950,wänden,winden,,,Verb,winden,lemma,697,4.46
9951,erwecken,ontwaken,,,Verb,,direct,697,4.46
9952,sawyer,,,,,,none,697,4.46
9953,männchen,mannetje,mannetjesdier,,Substantiv,,direct,697,4.46
9954,senken,afbreken,,,Verb,,direct,697,4.46
9955,otis,,,,,,none,696,4.46
9956,spanische,Spaans,,het,Substantiv,spanisch,lemma,696,4.46
9957,beamter,ambtenaar,,de,Substantiv,,direct,696,4.46
9958,kommission,commissie,,de,Substantiv,,direct,696,4.46
9959,fünfzig,vijftig,,,Numerale,,direct,696,4.46
9960,gedemütigt,,,,,,none,696,4.46
9961,gucke,kijken,,,Verb,gucken,lemma,696,4.46
9962,mehrheit,meerderheid,merendeel,de,Substantiv,,direct,696,4.46
9963,teuren,duur,dierbaar,,Adjektiv,teuer,lemma,695,4.45
9964,abreißen,slopen,afbreken,,Verb,,direct,695,4.45
9965,komödie,komedie,,de,Substantiv,,direct,695,4.45
9966,gestehe,bekennen,,,Verb,gestehen,lemma,695,4.45
9967,außergewöhnliche,uitzonderlijk,buitengewoon; ongebruikelijk; schitterend,,Adjektiv,außergewöhnlich,lemma,695,4.45
9968,hartes,stug,hard,,Adjektiv,hart,lemma,695,4.45
9969,ausprobiert,,,,,,none,695,4.45
9970,runterkommen,,,,,,none,695,4.45
9971,tragt,dragen,,,Verb,tragen,lemma,695,4.45
9972,spart,sparen,besparen,,Verb,sparen,lemma,695,4.45
9973,bälle,bal,,de,Substantiv,Ball,lemma,695,4.45
9974,fahrzeuge,voertuig,,,Substantiv,Fahrzeug,lemma,695,4.45
9975,freya,,,,,,none,694,4.44
9976,zähl,tellen,,,Verb,zählen,lemma,694,4.44
9977,verehrer,aanbidder,,de,Substantiv,,direct,694,4.44
9978,strecken,"opvullen, uitrekken",,,Verb,,direct,694,4.44
9979,gegeneinander,,,,,,none,694,4.44
9980,ausfüllen,invullen,,,Verb,,direct,694,4.44
9981,olive,olijf,,,Substantiv,,direct,694,4.44
9982,crazy,,,,,,none,694,4.44
9983,vermächtnis,legaat,,,Substantiv,,direct,694,4.44
9984,beteiligung,deelname,,de,Substantiv,,direct,694,4.44
9985,bengel,deugniet,belhamel; bengel; kwajongen,,Substantiv,,direct,694,4.44
